id,lot_frontage,lot_area,overall_qual,year_built,exter_qual,bsmt_qual,bsmt_exposure,total_bsmt_sf,heating_qc,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_area,saleprice,neighborhood_stonebr,neighborhood_nridght,neighborhood_noridge,bsmt_fin_glq,garage_builtin,garage_attchd,foundation_pconc,house_1story,house_2story,masvnr_stone,masvnr_brkface
2868,90.0,14115,6,1956,3,3,1,1073.0,5,1811,1,5,6,1,470.0,230000,0,0,0,0,0,1,1,1,0,0,0
1695,109.0,14154,7,2006,4,5,1,1063.0,5,2172,2,4,9,1,947.0,280000,0,1,0,0,0,1,1,0,1,0,1
2244,65.0,6565,4,1957,3,3,1,1073.0,4,1073,1,3,6,0,720.0,140000,0,0,0,1,0,0,0,1,0,0,0
169,70.0,7700,6,1966,3,3,1,756.0,3,1839,1,3,7,1,442.0,155000,0,0,0,0,0,1,0,0,1,0,1
2670,63.0,4761,3,1918,2,3,1,1020.0,2,1020,1,2,5,0,0.0,64500,0,0,0,0,0,0,0,0,0,0,0
247,87.0,12361,6,1993,4,4,1,946.0,5,1802,2,4,8,1,1017.0,218000,0,0,0,1,0,0,1,0,1,0,1
2137,72.0,9720,5,1977,3,3,3,995.0,3,1009,2,3,6,1,576.0,160000,0,0,0,0,0,0,0,0,0,0,1
1794,72.0,8640,8,2007,4,4,1,1338.0,5,1338,2,4,6,0,598.0,208900,0,0,0,1,0,1,1,1,0,0,0
1498,123.0,40000,5,1959,3,0,0,0.0,3,3820,3,5,11,2,624.0,284700,0,0,0,0,0,1,0,1,0,0,0
1164,30.0,3180,7,2007,4,4,1,689.0,5,1392,2,4,5,0,540.0,146000,0,0,0,0,0,0,1,0,1,0,0
1179,38.0,14963,8,1996,4,4,1,1260.0,5,1288,1,5,4,2,500.0,245500,0,0,0,1,0,1,1,1,0,0,0
1340,50.0,5000,6,1926,3,3,1,992.0,5,1013,1,3,6,0,160.0,113000,0,0,0,0,0,0,0,0,0,0,0
436,129.0,16870,8,2004,4,5,4,1782.0,5,1782,2,4,7,2,932.0,296000,0,1,0,1,0,1,1,1,0,0,1
1636,86.0,14157,9,2005,4,5,4,1922.0,5,1922,2,4,8,1,676.0,377426,1,0,0,1,0,1,1,1,0,1,0
421,96.0,12456,10,2006,5,5,4,1700.0,5,1718,2,5,7,1,786.0,337500,0,1,0,1,0,1,1,1,0,1,0
457,100.0,14836,10,2004,5,5,4,2492.0,5,2492,2,5,8,1,949.0,552000,0,1,0,1,0,1,1,1,0,1,0
2834,56.0,6956,4,1948,3,2,2,624.0,5,936,1,3,5,0,265.0,97900,0,0,0,0,0,1,0,0,0,0,0
517,75.0,7862,6,2009,4,4,1,1218.0,5,1218,2,4,4,0,676.0,208300,0,0,0,1,0,1,1,1,0,0,0
1566,69.05520046484602,11050,7,1996,3,4,2,910.0,5,1820,2,4,8,1,816.0,213000,0,0,0,0,0,1,1,0,1,0,0
1439,57.0,8924,7,1998,3,4,3,880.0,5,1724,2,4,8,0,527.0,188000,0,0,0,0,0,1,1,0,1,0,0
2577,69.05520046484602,9610,6,1958,3,3,1,1121.0,5,1336,1,3,7,1,488.0,162000,0,0,0,0,0,1,0,1,0,0,1
2241,75.0,13710,5,1950,3,3,1,910.0,3,1558,1,3,6,0,282.0,152000,0,0,0,0,0,1,0,0,0,0,0
71,100.0,12552,7,2004,4,4,1,991.0,5,1947,2,4,8,1,678.0,254900,0,0,0,1,0,1,1,0,1,0,0
1143,43.0,14565,7,1994,4,4,3,832.0,5,1657,2,4,6,0,483.0,189000,0,0,0,1,0,1,1,0,1,0,1
1021,56.0,18559,7,1978,4,4,1,2048.0,3,2064,2,4,7,2,550.0,235000,0,0,0,1,0,1,0,1,0,0,1
1416,68.0,10880,5,1950,3,3,1,1164.0,3,1164,1,3,5,0,240.0,125000,0,0,0,0,0,0,0,1,0,0,0
35,24.0,2280,7,1975,3,4,1,836.0,5,836,1,3,4,0,308.0,120000,0,0,0,0,0,1,0,1,0,0,0
2904,125.0,31250,1,1951,3,0,0,0.0,3,1600,1,3,6,0,270.0,81500,0,0,0,0,0,1,0,1,0,0,0
2174,81.0,11841,6,1990,3,4,3,816.0,3,816,1,3,5,0,0.0,118500,0,0,0,1,0,0,0,0,0,0,1
522,85.0,9187,9,2009,5,5,2,1766.0,5,1766,2,5,7,1,478.0,370878,0,0,0,1,0,1,1,1,0,1,0
2211,82.0,6270,5,1949,3,3,1,1001.0,3,2002,2,3,8,0,871.0,145000,0,0,0,0,0,0,0,0,1,0,0
1539,69.05520046484602,15660,7,1939,4,3,1,798.0,5,1954,1,4,8,2,431.0,311500,0,0,0,0,0,1,0,0,0,0,1
2420,43.0,3087,7,2006,4,4,3,1220.0,5,1364,2,4,6,1,437.0,210250,0,0,0,1,0,1,1,1,0,0,1
2779,95.0,13450,7,2002,4,4,1,916.0,5,1861,2,4,8,0,492.0,200000,0,0,0,1,1,0,1,0,1,0,0
953,75.0,10125,5,1977,3,0,0,0.0,3,1734,2,4,8,0,539.0,126000,0,0,0,0,0,1,0,0,0,0,0
658,80.0,8146,4,1900,4,2,1,405.0,4,1039,1,3,6,0,281.0,114000,0,0,0,0,0,0,0,0,1,0,0
714,60.0,9600,4,1910,4,2,1,677.0,3,1510,2,4,7,0,720.0,87500,0,0,0,0,0,0,0,0,1,0,0
1637,98.0,12328,8,2005,4,5,2,1149.0,5,2541,3,5,10,1,729.0,349265,1,0,0,1,1,0,1,0,1,1,0
538,76.0,10141,8,2004,4,4,4,1512.0,5,1512,2,4,6,0,845.0,203000,0,0,0,0,0,1,1,1,0,0,1
546,65.0,8529,7,2001,4,4,1,1454.0,5,1434,2,4,6,1,527.0,189000,0,0,0,1,0,1,1,1,0,0,0
533,65.0,8127,7,2003,4,4,1,812.0,5,1653,2,4,6,0,628.0,209000,0,0,0,1,0,1,1,0,1,0,0
718,70.0,8400,6,1900,3,2,2,917.0,4,2007,2,5,8,0,357.0,160000,0,0,0,0,0,0,0,0,1,0,0
1830,44.0,10751,5,1974,3,2,4,1037.0,3,1037,1,3,5,0,431.0,129000,0,0,0,0,0,1,0,1,0,0,1
2929,77.0,10010,5,1974,3,4,3,1389.0,4,1389,1,3,6,1,418.0,170000,0,0,0,0,0,1,0,1,0,0,0
2207,40.0,4280,5,1913,3,3,1,440.0,3,694,1,4,4,1,352.0,90350,0,0,0,0,0,0,1,1,0,0,0
1417,60.0,9600,6,1924,3,3,1,572.0,2,1096,1,3,5,0,0.0,79000,0,0,0,0,0,0,0,0,0,0,0
2787,70.0,9800,5,1972,3,3,1,894.0,3,894,1,3,5,0,552.0,149900,0,0,0,0,0,1,1,1,0,0,0
1037,63.0,7560,5,1971,3,4,1,864.0,3,864,1,3,5,0,576.0,123000,0,0,0,0,0,0,0,1,0,0,0
2659,60.0,9600,4,1900,3,3,1,1095.0,2,1774,2,3,8,0,779.0,87000,0,0,0,0,0,0,0,0,1,0,0
1567,76.0,9880,6,1977,3,3,3,1096.0,3,1118,1,3,6,1,358.0,171000,0,0,0,0,0,1,0,0,0,0,0
1225,80.0,9600,6,1950,3,3,1,1032.0,3,1252,1,3,6,0,288.0,119000,0,0,0,0,0,1,0,0,0,0,0
685,70.0,7931,5,1959,3,3,1,1148.0,3,1148,1,3,6,0,672.0,132500,0,0,0,0,0,1,0,1,0,0,0
1358,69.05520046484602,5100,8,1925,3,3,1,588.0,2,1666,1,4,7,1,228.0,161000,0,0,0,0,0,0,1,0,1,0,0
1461,69.05520046484602,9720,9,2001,4,4,2,1357.0,5,1947,2,4,7,1,725.0,274000,0,0,0,1,1,0,1,0,1,0,1
221,70.0,8521,5,1967,3,3,1,912.0,3,912,1,3,5,1,336.0,125000,0,0,0,0,0,0,0,1,0,0,0
2187,52.0,8741,5,1946,3,3,1,1195.0,3,1195,2,3,8,0,0.0,98500,0,0,0,0,0,0,0,1,0,0,0
2504,89.0,12461,8,1994,4,4,1,1624.0,5,1624,2,4,5,1,757.0,262000,0,0,1,1,0,1,1,1,0,0,0
855,76.0,6950,5,1979,3,3,1,914.0,3,914,1,3,5,0,444.0,134900,0,0,0,0,0,1,0,1,0,0,1
2258,115.0,16905,5,1959,3,3,4,1350.0,4,1328,1,3,5,2,308.0,170000,0,0,0,0,0,1,0,1,0,0,0
2205,53.0,7155,6,1926,3,3,1,686.0,3,1461,1,3,6,1,225.0,135000,0,0,0,0,0,0,0,0,1,0,0
1158,69.05520046484602,9205,6,1990,4,4,1,930.0,5,2683,2,4,9,2,473.0,290000,0,0,1,0,0,1,1,0,1,0,1
1741,64.0,7697,7,2007,4,4,1,1246.0,5,1258,2,4,6,0,462.0,173500,0,0,0,0,0,1,1,1,0,0,1
2735,78.0,7800,5,1948,3,3,1,896.0,5,2008,3,5,8,0,230.0,225000,0,0,0,1,0,1,0,0,1,0,0
1888,69.05520046484602,14357,5,1961,3,3,1,864.0,3,1187,1,3,6,1,440.0,140500,0,0,0,0,0,1,0,1,0,0,0
2121,65.0,8775,5,1994,3,4,1,990.0,4,990,1,3,5,0,299.0,126000,0,0,0,1,0,1,1,1,0,0,0
1176,24.0,2645,8,1999,4,4,1,960.0,5,1586,2,4,7,0,480.0,170000,0,0,0,1,0,0,1,0,1,0,1
2773,43.0,13568,5,1995,3,4,1,990.0,5,990,1,3,5,0,576.0,156000,0,0,0,0,0,1,1,1,0,0,0
2619,47.0,16321,5,1957,3,3,4,1484.0,3,1600,1,3,6,2,319.0,207500,0,0,0,0,0,1,0,1,0,0,0
1796,72.0,8640,8,2007,4,4,3,896.0,5,1792,2,4,8,0,590.0,255000,0,0,0,1,0,1,1,0,1,0,0
1598,21.0,1596,4,1973,3,4,4,462.0,3,988,1,3,4,1,297.0,94900,0,0,0,1,1,0,0,0,0,0,0
1965,70.0,7315,5,1958,3,3,1,1170.0,3,1170,1,3,6,1,338.0,140000,0,0,0,0,0,1,0,1,0,0,0
2651,42.0,7614,3,1905,3,3,2,738.0,4,1376,1,3,7,0,216.0,96900,0,0,0,0,0,0,0,0,1,0,0
609,69.05520046484602,11000,5,1966,3,3,2,1154.0,5,1154,1,3,6,1,480.0,154000,0,0,0,0,0,1,0,1,0,0,1
1990,69.05520046484602,10337,8,1910,4,3,1,725.0,5,1772,2,4,7,0,816.0,184900,0,0,0,0,0,0,0,0,1,0,0
1053,114.0,14803,10,2007,5,5,3,2078.0,5,2084,2,5,7,1,1220.0,385000,0,1,0,1,0,1,1,1,0,0,1
2877,50.0,8765,4,1936,3,3,1,951.0,5,951,1,3,6,0,327.0,106500,0,0,0,0,0,0,0,1,0,0,0
497,106.0,12720,8,2000,4,4,2,1455.0,5,2687,2,4,10,2,810.0,327000,0,0,1,1,1,0,1,0,1,0,1
514,85.0,11128,9,2005,5,5,4,2458.0,5,2490,2,5,9,2,795.0,468000,0,0,0,1,0,1,1,1,0,1,0
759,60.0,5160,6,1927,3,3,1,1204.0,3,1666,1,3,4,0,384.0,135000,0,0,0,0,0,0,0,0,0,0,0
2474,63.0,13072,6,2005,4,4,1,1141.0,5,1141,1,3,6,0,484.0,142500,0,0,0,0,0,0,1,1,0,0,0
1193,73.0,8814,5,1968,3,3,1,732.0,5,1464,1,3,7,0,470.0,141000,0,0,0,0,0,1,0,0,1,0,0
1415,70.0,7000,5,1910,3,4,4,1117.0,3,1347,1,3,5,0,0.0,107500,0,0,0,1,0,0,0,0,1,0,0
2048,59.0,4484,5,1942,3,3,1,672.0,3,1282,1,3,4,0,240.0,108500,0,0,0,0,0,0,0,0,0,0,0
2483,69.05520046484602,9019,6,1994,3,4,1,636.0,5,1320,2,4,6,0,472.0,150000,0,0,0,0,0,1,1,0,1,0,0
2883,60.0,8520,3,1916,3,2,1,216.0,2,936,1,3,6,0,0.0,78000,0,0,0,0,0,0,1,0,0,0,0
1111,92.0,11932,8,2007,4,4,1,1580.0,5,1580,2,4,7,0,830.0,235128,0,0,0,0,0,1,1,1,0,1,0
2072,69.05520046484602,40000,7,1971,3,4,4,1643.0,3,1824,2,4,5,2,739.0,302000,0,0,0,1,0,1,0,1,0,1,0
1450,40.0,14330,5,1975,3,3,1,864.0,3,1558,2,3,5,0,440.0,163000,0,0,0,0,0,1,0,1,0,0,0
274,67.0,8777,3,1945,3,0,0,0.0,3,640,1,3,5,0,240.0,84900,0,0,0,0,0,0,0,1,0,0,0
413,24.0,2308,6,1974,3,3,1,855.0,3,1322,2,3,6,1,440.0,147000,0,0,0,0,0,1,0,0,1,0,0
751,50.0,2500,7,1915,4,3,1,910.0,5,1826,1,5,7,1,164.0,155000,0,0,0,0,0,1,1,0,1,0,0
2897,50.0,8049,7,1990,3,4,1,1309.0,3,1339,2,3,6,1,484.0,180000,0,0,0,0,0,1,0,1,0,0,1
207,70.0,5600,4,1930,2,0,0,0.0,2,1092,2,2,7,0,0.0,55000,0,0,0,0,0,0,0,0,1,0,0
2269,73.0,9590,7,2003,4,5,3,868.0,5,1146,2,4,6,1,438.0,187500,0,0,0,1,0,1,1,0,0,0,1
891,72.0,7200,6,1976,3,3,3,1041.0,5,1125,1,3,6,1,352.0,125000,0,0,0,0,0,0,0,0,0,0,1
2863,86.0,11500,7,1936,4,4,1,1017.0,4,2057,1,4,6,1,180.0,250000,0,0,0,0,0,1,0,0,0,0,0
1298,60.0,6756,5,1910,3,3,1,481.0,3,899,1,3,5,0,200.0,78000,0,0,0,0,0,0,0,1,0,0,0
1292,63.0,11426,4,1910,3,3,1,828.0,4,1594,2,3,9,0,0.0,118000,0,0,0,0,0,0,0,0,0,0,0
1687,93.0,12030,8,2007,5,5,1,1694.0,5,1694,2,4,7,0,818.0,318000,0,1,0,0,0,1,1,1,0,0,1
2749,80.0,9554,8,1993,4,4,1,777.0,5,1911,2,4,8,1,471.0,215000,0,0,0,1,0,1,1,0,1,0,1
2875,61.0,8534,4,1925,3,2,1,432.0,3,672,1,3,4,0,0.0,72000,0,0,0,0,0,0,0,1,0,0,0
1029,104.0,11361,6,1976,3,4,1,1193.0,3,1523,2,3,7,1,478.0,180000,0,0,0,0,0,1,0,1,0,0,1
1581,47.0,12416,6,1986,3,4,1,1606.0,3,1651,2,3,7,1,616.0,184000,0,0,0,0,0,1,0,1,0,1,0
612,80.0,9600,5,1959,3,3,1,1041.0,5,1041,1,3,6,0,270.0,124500,0,0,0,0,0,1,0,1,0,0,1
139,70.0,8267,5,1958,3,3,1,1604.0,3,1604,2,3,8,0,576.0,135000,0,0,0,0,0,1,0,1,0,0,0
1335,50.0,6000,6,1940,3,3,1,981.0,5,1672,1,4,6,1,240.0,164900,0,0,0,0,0,0,0,0,0,0,0
2531,80.0,9600,7,1969,3,3,1,1164.0,3,1164,1,3,6,0,528.0,140000,0,0,0,0,0,1,0,1,0,0,1
681,71.0,7350,5,1958,3,3,1,1041.0,4,1041,1,3,6,0,294.0,128000,0,0,0,0,0,1,0,1,0,0,0
1383,69.05520046484602,7703,6,1978,3,4,4,450.0,5,1034,1,3,6,1,504.0,153000,0,0,0,0,0,0,0,0,0,0,0
1359,63.0,4347,6,1910,4,4,1,796.0,5,1609,1,3,7,0,228.0,127500,0,0,0,0,0,0,0,0,0,0,0
1226,80.0,9600,5,1950,3,3,1,572.0,4,1337,1,4,7,1,264.0,141500,0,0,0,0,0,1,0,1,0,0,0
63,98.0,12256,8,1994,4,5,3,1463.0,5,2622,2,4,9,2,712.0,325000,0,0,1,1,0,1,1,0,1,0,1
1869,80.0,9547,7,1993,3,4,1,1594.0,5,1594,2,4,6,1,472.0,188500,0,0,0,0,0,1,1,1,0,0,1
2468,60.0,7200,6,2006,4,4,1,1262.0,4,1262,2,4,5,0,572.0,185000,0,0,0,1,0,1,1,1,0,1,0
1135,63.0,13072,6,2005,3,4,1,1175.0,5,1175,1,4,6,0,0.0,146000,0,0,0,1,0,0,1,1,0,0,1
719,60.0,3600,6,1917,3,3,1,624.0,5,1288,1,5,5,1,280.0,119000,0,0,0,0,0,1,0,0,1,0,0
405,21.0,1680,5,1971,3,3,1,630.0,3,1302,2,3,6,0,280.0,112000,0,0,0,0,0,0,0,0,1,0,1
2506,37.0,3316,8,2005,4,4,1,1247.0,5,1247,1,4,4,1,550.0,197000,0,0,0,1,0,1,1,1,0,0,0
2380,72.0,16387,9,2006,4,5,1,1738.0,4,2589,2,5,11,1,831.0,412083,0,1,0,1,0,1,1,0,1,1,0
1565,69.05520046484602,13265,8,2002,4,4,1,1568.0,5,1689,2,4,7,2,857.0,271000,0,0,0,1,0,1,1,1,0,0,1
1727,48.0,3242,7,2003,4,4,1,1405.0,5,1405,2,4,6,1,478.0,200000,0,1,0,1,0,1,1,1,0,1,0
1661,64.0,8991,7,1976,3,4,4,1228.0,3,1324,2,4,5,1,585.0,174000,0,0,0,1,0,1,0,0,0,1,0
1967,80.0,8000,5,1960,3,3,1,1377.0,3,1377,1,3,6,2,351.0,156500,0,0,0,0,0,1,0,1,0,0,0
2267,69.05520046484602,9303,6,1996,4,5,1,872.0,5,1756,2,3,7,0,422.0,204000,0,0,0,0,0,1,1,0,1,0,1
1389,69.05520046484602,8544,5,1966,3,3,1,1228.0,4,1228,1,4,6,0,271.0,149350,0,0,0,0,0,1,0,1,0,0,0
2553,69.05520046484602,11425,5,1954,3,3,1,1008.0,4,1008,1,3,4,1,275.0,137000,0,0,0,0,0,1,0,1,0,0,0
1459,75.0,11404,7,1998,4,4,3,1153.0,5,2031,2,4,8,1,541.0,222500,0,0,0,0,0,1,1,0,1,0,1
1739,72.0,8229,6,2007,4,4,3,752.0,5,1504,2,4,6,0,440.0,166000,0,0,0,0,0,1,1,0,1,1,0
172,56.0,4485,5,1920,3,3,1,936.0,3,936,1,3,5,1,0.0,109500,0,0,0,0,0,0,1,1,0,0,0
788,69.05520046484602,15635,4,1954,3,0,0,0.0,3,1383,1,3,6,0,498.0,122000,0,0,0,0,0,1,0,1,0,0,0
1979,56.0,3153,5,1920,3,3,1,967.0,4,967,1,3,5,1,180.0,99900,0,0,0,0,0,0,0,1,0,0,0
1801,84.0,11096,8,2006,4,4,3,1656.0,5,1656,2,4,7,0,826.0,249700,0,0,0,1,0,1,1,1,0,0,0
931,80.0,14000,6,1950,3,3,1,1092.0,5,1152,1,4,6,1,300.0,158500,0,0,0,0,0,1,0,1,0,0,0
2471,74.0,7733,6,2005,3,3,2,1142.0,5,1142,1,4,5,0,0.0,139500,0,0,0,1,0,0,1,1,0,0,0
2899,69.05520046484602,8098,6,2000,4,4,3,1381.0,5,1403,2,4,5,0,470.0,202000,0,0,0,1,0,1,0,1,0,0,0
2544,70.0,8393,5,1959,3,3,1,1626.0,5,1712,2,3,8,0,588.0,145000,0,0,0,0,0,1,0,1,0,0,1
1386,60.0,12900,4,1969,3,4,3,1198.0,3,1258,0,3,6,0,400.0,108959,0,0,0,1,0,0,0,0,0,0,0
315,69.05520046484602,40000,5,1948,3,3,3,747.0,3,1687,1,3,7,2,572.0,160000,0,0,0,0,0,0,0,1,0,0,0
1932,70.0,8078,5,1958,3,3,1,1560.0,3,1560,2,3,8,0,484.0,128600,0,0,0,0,0,0,0,1,0,1,0
1660,69.05520046484602,12384,7,1976,3,4,1,793.0,3,1935,2,3,7,1,550.0,197900,0,0,0,0,0,1,0,0,1,0,1
2353,69.05520046484602,9927,7,1976,4,5,4,1047.0,3,1083,1,3,5,1,596.0,172000,0,0,0,1,0,1,0,0,0,1,0
2139,39.0,16300,5,1977,3,4,3,876.0,3,907,1,3,5,0,308.0,130000,0,0,0,0,0,1,0,1,0,0,0
1585,69.05520046484602,7915,6,1999,4,5,2,1666.0,5,1675,2,4,6,0,435.0,195000,0,0,0,1,0,1,1,1,0,0,0
1602,100.0,21750,5,1954,3,3,1,988.0,5,988,1,3,4,0,520.0,113000,0,0,0,0,0,1,0,1,0,0,0
2888,70.0,9116,8,2001,4,5,1,1491.0,5,1491,2,4,7,0,490.0,209000,0,0,0,0,0,1,1,1,0,0,0
965,125.0,14419,7,1987,3,4,4,1645.0,5,1479,2,4,7,1,578.0,213500,0,0,0,1,0,1,1,0,0,0,1
645,67.0,13070,5,1951,3,3,1,631.0,3,1112,1,3,5,0,480.0,126000,0,0,0,0,0,0,0,1,0,0,0
789,73.0,9855,6,1956,3,3,1,1436.0,2,1689,1,3,7,1,480.0,127500,0,0,0,0,0,1,0,1,0,0,0
1015,60.0,8118,9,2007,5,5,4,1710.0,5,1710,2,5,6,1,557.0,334000,1,0,0,1,0,1,1,1,0,0,1
1264,69.05520046484602,10920,6,1960,3,3,1,1253.0,3,1253,1,3,5,1,352.0,157000,0,0,0,0,0,1,0,1,0,0,1
1972,60.0,6600,5,1962,3,3,1,864.0,4,864,1,3,5,0,294.0,125500,0,0,0,0,0,0,0,1,0,0,0
1481,63.0,8199,7,2005,4,4,3,728.0,5,1456,2,4,7,1,410.0,189000,0,0,0,1,0,1,1,0,1,0,0
954,69.05520046484602,9947,7,1990,3,4,3,1188.0,5,1217,2,4,6,0,497.0,173000,0,0,0,1,0,1,1,0,0,0,0
2499,100.0,14330,7,1974,4,4,4,1748.0,4,2646,2,4,9,4,550.0,260000,0,0,0,0,0,1,0,0,0,0,1
824,68.0,10769,8,2007,4,4,3,866.0,5,1768,2,4,7,0,578.0,212000,0,0,0,1,0,1,1,0,1,0,0
2769,57.0,8846,5,1996,4,4,3,870.0,5,914,1,3,5,0,576.0,148000,0,0,0,1,0,0,1,0,0,0,0
123,69.05520046484602,10600,6,1964,3,3,1,533.0,3,1775,2,3,8,0,480.0,136300,0,0,0,0,0,1,0,0,0,0,0
1862,69.05520046484602,18890,5,1977,3,4,1,1361.0,5,2620,2,3,12,1,600.0,190000,0,0,0,1,1,0,0,0,0,0,0
1308,69.0,9142,5,1900,3,2,1,797.0,3,1627,2,3,10,0,420.0,139500,0,0,0,0,0,0,0,0,1,0,0
1758,69.05520046484602,7750,7,2003,4,4,1,660.0,5,1320,2,4,6,0,400.0,162000,0,0,0,0,0,1,1,0,1,0,0
2236,50.0,6060,4,1939,3,3,1,732.0,4,1123,1,3,4,0,264.0,100000,0,0,0,0,0,0,1,0,0,0,0
2912,58.0,10172,5,1968,3,3,1,864.0,5,874,1,3,5,0,288.0,126500,0,0,0,0,0,1,0,1,0,0,0
2093,86.0,10380,7,1986,4,3,4,1502.0,5,2730,2,4,8,1,576.0,301000,0,0,0,0,0,1,0,0,1,0,1
2128,69.0,9337,6,1997,3,4,1,824.0,5,1786,2,4,7,0,684.0,204750,0,0,0,1,0,1,1,0,1,0,0
679,60.0,7200,4,1949,3,0,0,0.0,2,1040,2,3,6,0,420.0,90000,0,0,0,0,0,0,0,1,0,0,0
1313,60.0,9600,5,1920,3,3,1,973.0,3,2350,2,3,10,0,393.0,130000,0,0,0,0,0,0,0,0,1,0,0
2534,72.0,8640,5,1968,3,4,2,900.0,5,1770,1,3,7,0,530.0,155000,0,0,0,0,0,1,0,0,1,0,1
1273,70.0,7931,5,1960,3,3,1,1269.0,3,1269,1,3,6,1,308.0,155000,0,0,0,0,0,0,0,1,0,0,0
219,75.0,11625,5,1965,3,3,2,1039.0,5,1039,1,3,6,0,504.0,131500,0,0,0,0,0,1,1,1,0,0,0
133,80.0,9600,6,1955,3,3,3,1156.0,5,1520,1,3,7,2,364.0,153000,0,0,0,0,0,0,0,0,0,0,1
38,98.0,11478,8,2007,4,5,1,1704.0,5,1704,2,4,7,1,772.0,306000,0,1,0,1,0,1,1,1,0,1,0
2408,61.0,7740,9,2006,4,5,1,1686.0,5,1686,2,5,6,1,899.0,332200,0,1,0,1,0,1,1,1,0,0,1
1575,71.0,9520,8,2007,4,4,4,1638.0,5,1646,2,4,7,1,800.0,293077,0,0,0,1,0,1,1,1,0,1,0
1671,69.05520046484602,17199,4,1961,3,3,1,914.0,5,914,1,3,4,0,270.0,128000,0,0,0,0,0,0,0,1,0,0,0
2000,40.0,5400,6,1926,3,3,2,1149.0,4,1616,2,4,5,0,216.0,152000,0,0,0,0,0,0,0,1,0,0,0
2621,60.0,10800,4,1949,3,3,1,720.0,3,1192,1,3,6,0,0.0,135000,0,0,0,0,0,0,0,0,0,0,0
1996,90.0,9900,6,1880,3,3,2,1008.0,3,2210,2,2,8,0,205.0,117500,0,0,0,0,0,0,0,0,1,0,0
1976,50.0,6000,6,1927,3,3,1,845.0,3,1296,1,3,6,0,576.0,127500,0,0,0,0,0,0,0,0,0,0,0
1861,94.0,17778,8,1981,4,4,4,2461.0,4,2497,2,4,7,2,676.0,373000,0,0,0,0,0,1,0,1,0,0,0
1600,21.0,1477,6,1970,3,3,1,546.0,5,1092,2,3,6,0,0.0,98000,0,0,0,1,0,0,0,0,1,0,0
298,85.0,19645,7,1994,3,4,1,423.0,5,1652,2,4,6,0,473.0,203135,0,0,0,1,1,0,1,0,0,0,1
875,70.0,8750,7,1996,4,4,1,880.0,5,1716,2,4,7,1,512.0,191000,0,0,0,0,0,1,1,0,1,0,0
1205,74.0,7785,5,1956,3,0,0,0.0,3,1014,1,3,6,0,267.0,98000,0,0,0,0,0,1,0,1,0,0,0
763,60.0,10800,5,1987,3,4,4,1200.0,3,1200,3,3,5,0,0.0,179000,0,0,0,1,0,0,0,1,0,0,0
512,76.0,9139,8,2006,4,5,3,1422.0,5,1432,2,4,7,1,492.0,245000,0,0,0,1,0,1,1,1,0,1,0
592,78.0,10140,7,1998,4,5,1,1650.0,5,1680,2,4,7,1,583.0,213250,0,0,0,0,0,1,1,1,0,0,0
1255,60.0,10122,4,1948,3,0,0,0.0,3,869,1,3,3,0,390.0,89900,0,0,0,0,0,0,0,1,0,0,0
355,74.0,10141,7,1998,3,4,1,832.0,4,1718,2,3,7,1,427.0,185000,0,0,0,0,0,1,1,0,1,0,1
1676,21.0,2205,6,1973,3,3,1,525.0,3,1092,1,3,6,0,264.0,113500,0,0,0,0,0,0,0,0,1,0,1
2599,60.0,10914,3,1929,3,3,2,715.0,2,715,1,3,4,0,660.0,68000,0,0,0,0,0,0,0,1,0,0,0
312,129.0,9196,7,2003,4,5,1,1560.0,5,1560,2,4,7,0,573.0,201000,0,0,0,0,0,1,1,1,0,0,0
1124,75.0,9803,7,2005,4,4,1,866.0,4,1768,2,4,7,0,603.0,226700,0,0,0,1,0,1,1,0,1,0,0
1702,59.0,17169,10,2007,5,5,3,2320.0,5,2290,2,5,7,1,1174.0,500067,0,1,0,1,0,1,1,1,0,0,1
2434,59.0,9171,7,2004,4,4,3,848.0,5,1598,2,4,7,1,433.0,201490,0,0,0,0,0,1,1,0,1,0,0
1432,65.0,9750,5,1994,3,4,1,990.0,5,990,1,3,5,0,528.0,155000,0,0,0,1,0,0,1,1,0,0,0
689,75.0,8604,5,1978,3,4,3,941.0,4,941,1,4,4,0,564.0,145000,0,0,0,1,0,1,0,0,0,0,1
1349,60.0,6155,6,1920,3,2,2,611.0,5,1362,2,3,6,0,502.0,128000,0,0,0,0,0,0,0,0,1,0,0
1759,58.0,9487,6,2000,3,4,1,915.0,5,1690,2,3,7,1,442.0,187000,0,0,0,1,0,1,1,0,1,0,0
893,35.0,3675,6,2005,3,4,4,547.0,4,1072,1,3,5,0,525.0,145500,0,0,0,1,0,0,0,0,0,0,1
944,60.0,10200,4,1925,3,3,1,572.0,2,572,1,3,4,0,200.0,75000,0,0,0,0,0,0,0,1,0,0,0
2109,75.0,11750,7,2005,4,4,2,1546.0,5,1546,2,4,7,0,796.0,217000,0,0,0,1,0,1,1,1,0,0,1
316,88.0,11896,7,2008,4,4,1,1336.0,5,1346,2,4,6,1,660.0,220000,0,0,0,1,0,1,1,1,0,1,0
2529,80.0,10400,6,1972,3,3,1,732.0,4,1790,1,3,8,1,484.0,165150,0,0,0,0,0,1,0,0,1,0,0
1448,69.05520046484602,10970,6,1978,3,4,4,940.0,3,1026,1,3,5,0,576.0,147000,0,0,0,1,0,0,0,0,0,0,0
